   Variables = LV BLK IT res              Tres              Cl             Cd              Cz             Cdp             Cdf             Cmx             Cmy             Cmz
     1   3      1  0.45212427E-03  0.45212427E-03 -0.23955240E-02  0.12923891E+00  0.00000000E+00  0.00000000E+00  0.12923891E+00  0.00000000E+00  0.00000000E+00 -0.17433122E-02
     1   3      2  0.41816226E-03  0.41816226E-03  0.61954384E-01  0.18583656E+00  0.00000000E+00  0.58687128E-01  0.12714943E+00  0.00000000E+00  0.00000000E+00  0.32433232E-01
     1   3      3  0.33198672E-03  0.33198672E-03  0.12605772E+00  0.23932711E+00  0.00000000E+00  0.11424418E+00  0.12508293E+00  0.00000000E+00  0.00000000E+00  0.63388639E-01
     1   3      4  0.25251285E-03  0.25251285E-03  0.17678177E+00  0.28147279E+00  0.00000000E+00  0.15843433E+00  0.12303846E+00  0.00000000E+00  0.00000000E+00  0.85721187E-01
     1   3      5  0.22311623E-03  0.22311623E-03  0.20637598E+00  0.30737184E+00  0.00000000E+00  0.18637988E+00  0.12099196E+00  0.00000000E+00  0.00000000E+00  0.97093231E-01
     1   3      6  0.23659442E-03  0.23659442E-03  0.21851711E+00  0.31539154E+00  0.00000000E+00  0.19648650E+00  0.11890503E+00  0.00000000E+00  0.00000000E+00  0.99432604E-01
     1   3      7  0.26552245E-03  0.26552245E-03  0.21929941E+00  0.30493459E+00  0.00000000E+00  0.18814595E+00  0.11678864E+00  0.00000000E+00  0.00000000E+00  0.95460726E-01
     1   3      8  0.27833344E-03  0.27833344E-03  0.21500584E+00  0.27899843E+00  0.00000000E+00  0.16425366E+00  0.11474478E+00  0.00000000E+00  0.00000000E+00  0.88297110E-01
     1   3      9  0.26840878E-03  0.26840878E-03  0.21214516E+00  0.24947032E+00  0.00000000E+00  0.13671717E+00  0.11275315E+00  0.00000000E+00  0.00000000E+00  0.81324457E-01
     1   3     10  0.24138929E-03  0.24138929E-03  0.21561737E+00  0.22508530E+00  0.00000000E+00  0.11430141E+00  0.11078390E+00  0.00000000E+00  0.00000000E+00  0.77431923E-01
     1   3     11  0.23060018E-03  0.23060018E-03  0.22772870E+00  0.21161139E+00  0.00000000E+00  0.10279454E+00  0.10881685E+00  0.00000000E+00  0.00000000E+00  0.78213485E-01
     1   3     12  0.23231678E-03  0.23231678E-03  0.24848222E+00  0.20939757E+00  0.00000000E+00  0.10253907E+00  0.10685850E+00  0.00000000E+00  0.00000000E+00  0.83551671E-01
     1   3     13  0.24135774E-03  0.24135774E-03  0.27568981E+00  0.21551218E+00  0.00000000E+00  0.11055368E+00  0.10495850E+00  0.00000000E+00  0.00000000E+00  0.92117413E-01
